"Name";"DisplayName";"Description";"Group";"Enabled";"Profile";"Platform";"Direction";"Action";"EdgeTraversalPolicy";"LooseSourceMapping";"LocalOnlyMapping";"Owner";"LocalAddress";"RemoteAddress";"Protocol";"LocalPort";"RemotePort";"IcmpType";"DynamicTarget";"Program";"Package";"Service";"InterfaceAlias";"InterfaceType";"LocalUser";"RemoteUser";"RemoteMachine";"Authentication";"Encryption";"OverrideBlockRules"
"RemoteTask-RPCSS-In-TCP";"Remote Scheduled Tasks Management (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the Task Scheduler service.";"@FirewallAPI.dll,-33252";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MDNS-In-UDP-Private-Active";"mDNS (UDP-In)";"Inbound rule for mDNS traffic [UDP]";"@%SystemRoot%\system32\firewallapi.dll,-37302";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"5353";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"AllJoyn-Router-Out-TCP";"AllJoyn Router (TCP-Out)";"Outbound rule for AllJoyn Router traffic [TCP]";"@FirewallAPI.dll,-37002";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"AJRouter";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"TPMVSCMGR-Server-Out-TCP-NoScope";"TPM Virtual Smart Card Management (TCP-Out)";"Outbound rule for remote TPM Virtual Smart Card Management traffic. [TCP]";"@FirewallAPI.dll,-36501";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"Any";"Any";"";"%SystemRoot%\system32\RmtTpmVscMgrSvr.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"vm-monitoring-icmpv6";"Virtual Machine Monitoring (Echo Request - ICMPv6-In)";"Echo Request messages are sent as ping requests to other nodes.";"@%SystemRoot%\system32\icsvc.dll,-700";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"ICMPv6";"Any";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-LR-Out";"Core Networking - Multicast Listener Report (ICMPv6-Out)";"The Multicast Listener Report message is used by a listening node to either immediately report its interest in receiving multicast traffic at a specific multicast address or in response to a Multicast Listener Query.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"131";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-UPnP-Events-PlayToScope";"Cast to Device UPnP Events (TCP-In)";"Inbound rule to allow receiving UPnP Events from Cast to Device targets";"@FirewallAPI.dll,-36001";"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"PlayToDevice";"TCP";"2869";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RRAS-L2TP-In-UDP";"Routing and Remote Access (L2TP-In)";"Inbound rule for RRAS to allow Layer 2 Tunnel Protocol traffic. [UDP 1701]";"@FirewallAPI.dll,-33752";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"1701";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-PTB-In";"Core Networking - Packet Too Big (ICMPv6-In)";"Packet Too Big error messages are sent from any node that a packet traverses which is unable to forward the packet because the packet is too large for the next link.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";"";"Any";"Any";"ICMPv6";"RPC";"Any";"2";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-DHCP-Out";"Core Networking - Dynamic Host Configuration Protocol (DHCP-Out)";"Allows DHCP (Dynamic Host Configuration Protocol) messages for stateful auto-configuration.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"68";"67";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"dhcp";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-IPHTTPS-In";"Core Networking - IPHTTPS (TCP-In)";"Inbound TCP rule to allow IPHTTPS tunneling technology to provide connectivity across HTTP proxies and firewalls.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"IPHTTPSIn";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNT-Out-TCP";"Network Discovery (WSD Events-Out)";"Outbound rule for Network Discovery to allow WSDAPI Events via Function Discovery. [TCP 5357]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"5357";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteFwAdmin-In-TCP";"Windows Defender Firewall Remote Management (RPC)";"Inbound rule for the Windows Defender Firewall to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-30002";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"RPC";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"policyagent";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"AllJoyn-Router-In-TCP";"AllJoyn Router (TCP-In)";"Inbound rule for AllJoyn Router traffic [TCP]";"@FirewallAPI.dll,-37002";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"9955";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"AJRouter";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"AllJoyn-Router-In-UDP";"AllJoyn Router (UDP-In)";"Inbound rule for AllJoyn Router traffic [UDP]";"@FirewallAPI.dll,-37002";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Any";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"AJRouter";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-Unified-Telemetry-Client";"Connected User Experiences and Telemetry";"Unified Telemetry Client Outbound Traffic";"DiagTrack";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"443";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"DiagTrack";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-NB_Datagram-Out-UDP";"File and Printer Sharing (NB-Datagram-Out)";"Outbound rule for File and Printer Sharing to allow NetBIOS Datagram transmission and reception. [UDP 138]";"@FirewallAPI.dll,-28502";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Any";"138";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-LD-In";"Core Networking - Multicast Listener Done (ICMPv6-In)";"Multicast Listener Done messages inform local routers that there are no longer any members remaining for a specific multicast address on the subnet.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"132";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"ComPlusRemoteAdministration-DCOM-In";"COM+ Remote Administration (DCOM-In)";"Inbound rule to allow DCOM traffic to the COM+ System Application for remote administration.";"@%systemroot%\system32\firewallapi.dll,-3405";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"RPC";"Any";"Any";"";"%SystemRoot%\system32\dllhost.exe";"";"COMSysApp";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNTS-In-TCP";"Network Discovery (WSD EventsSecure-In)";"Inbound rule for Network Discovery to allow Secure WSDAPI Events via Function Discovery. [TCP 5358]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"5358";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-In-RTSP-LocalSubnetScope";"Cast to Device streaming server (RTSP-Streaming-In)";"Inbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [TCP 23554, 23555, 23556]";"@FirewallAPI.dll,-36001";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"23554,23555,23556";"Any";"Any";"";"%SystemRoot%\system32\mdeserver.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-DU-In";"Core Networking - Destination Unreachable (ICMPv6-In)";"Destination Unreachable error messages are sent from any node that a packet traverses which is unable to forward the packet for any reason except congestion.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";"";"Any";"Any";"ICMPv6";"RPC";"Any";"1";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteTask-In-TCP";"Remote Scheduled Tasks Management (RPC)";"Inbound rule for the Task Scheduler service to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-33252";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"RPC";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"schedule";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-SSDPSrv-Out-UDP";"Network Discovery (SSDP-Out)";"Outbound rule for Network Discovery to allow use of the Simple Service Discovery Protocol. [UDP 1900]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"Any";"1900";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WINRM-HTTP-In-TCP-PUBLIC";"Windows Remote Management (HTTP-In)";"Inbound rule for Windows Remote Management via WS-Management. [TCP 5985]";"@FirewallAPI.dll,-30267";"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"5985";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-ICMP6-ERQ-In";"File and Printer Sharing (Echo Request - ICMPv6-In)";"Echo Request messages are sent as ping requests to other nodes.";"@FirewallAPI.dll,-28502";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"ICMPv6";"RPC";"Any";"128";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Diag-ICMP4-EchoRequest-Out";"Core Networking Diagnostics - ICMP Echo Request (ICMPv4-Out)";"ICMP Echo Request messages are sent as ping requests to other nodes.";"@FirewallAPI.dll,-27000";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet4";"ICMPv4";"RPC";"Any";"8";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MDNS-Out-UDP-Private-Active";"mDNS (UDP-Out)";"Outbound rule for mDNS traffic [UDP]";"@%SystemRoot%\system32\firewallapi.dll,-37302";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"Any";"5353";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-In-UDP-PlayToScope";"Cast to Device streaming server (RTCP-Streaming-In)";"Inbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [UDP]";"@FirewallAPI.dll,-36001";"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"PlayToDevice";"UDP";"Any";"Any";"Any";"";"%SystemRoot%\system32\mdeserver.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PerfLogsAlerts-DCOM-In-TCP-NoScope";"Performance Logs and Alerts (DCOM-In)";"Inbound rule for Performance Logs and Alerts to allow remote DCOM activation. [TCP-135]";"@FirewallAPI.dll,-34752";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"135";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"SLBM-MUX-IN-TCP";"Software Load Balancer Multiplexer (TCP-In)";"The Software Load Balancer Multiplexer enables TCP communication to the Network Controller. [TCP]";"@%SystemRoot%\system32\firewallapi.dll,-36902";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"Any";"Any";"";"%SystemRoot%\system32\MuxSvcHost.exe";"";"SlbMux";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RRAS-PPTP-Out-TCP";"Routing and Remote Access (PPTP-Out)";"Outbound rule for RRAS to allow Point-to-Point Tunnel Protocol traffic. [TCP 1723]";"@FirewallAPI.dll,-33752";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"1723";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PerfLogsAlerts-PLASrv-In-TCP-NoScope";"Performance Logs and Alerts (TCP-In)";"Inbound rule for Performance Logs and Alerts traffic. [TCP-In]";"@FirewallAPI.dll,-34752";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"Any";"Any";"";"%SystemRoot%\system32\plasrv.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Wininit-Shutdown-In-Rule-TCP-RPC-EPMapper";"Inbound Rule for Remote Shutdown (RPC-EP-In)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic";"@firewallapi.dll,-36751";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"";"%SystemRoot%\system32\wininit.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNT-In-TCP";"Network Discovery (WSD Events-In)";"Inbound rule for Network Discovery to allow WSDAPI Events via Function Discovery. [TCP 5357]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"5357";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-FDPHOST-Out-UDP";"Network Discovery (WSD-Out)";"Outbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"Any";"3702";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-NDS-Out";"Core Networking - Neighbor Discovery Solicitation (ICMPv6-Out)";"Neighbor Discovery Solicitations are sent by nodes to discover the link-layer address of another on-link IPv6 node.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"ICMPv6";"RPC";"Any";"135";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-PeerDist-HttpTrans-Out";"BranchCache Content Retrieval (HTTP-Out)";"Outbound rule for BranchCache to allow data transfer using HTTP [TCP 80]";"@peerdistsh.dll,-9000";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"80";"Any";"";"SYSTEM";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteDesktop-UserMode-In-TCP";"Remote Desktop - User Mode (TCP-In)";"Inbound rule for the Remote Desktop service to allow RDP traffic. [TCP 3389]";"@FirewallAPI.dll,-28752";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"3389";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"termservice";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteDesktop-UserMode-In-UDP";"Remote Desktop - User Mode (UDP-In)";"Inbound rule for the Remote Desktop service to allow RDP traffic. [UDP 3389]";"@FirewallAPI.dll,-28752";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"3389";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"termservice";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PerfLogsAlerts-DCOM-In-TCP";"Performance Logs and Alerts (DCOM-In)";"Inbound rule for Performance Logs and Alerts to allow remote DCOM activation. [TCP-135]";"@FirewallAPI.dll,-34752";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"135";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-IPv6-Out";"Core Networking - IPv6 (IPv6-Out)";"Outbound rule required to permit IPv6 traffic for ISATAP (Intra-Site Automatic Tunnel Addressing Protocol) and 6to4 tunneling services.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"41";"Any";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteEventLogSvc-RPCSS-In-TCP";"Remote Event Log Management (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the local Event Log Service.";"@FirewallAPI.dll,-29252";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Diag-ICMP6-EchoRequest-Out-NoScope";"Core Networking Diagnostics - ICMP Echo Request (ICMPv6-Out)";"ICMP Echo Request messages are sent as ping requests to other nodes.";"@FirewallAPI.dll,-27000";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"ICMPv6";"RPC";"Any";"128";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-HTTPSTR-In-TCP-NoScope";"Cast to Device streaming server (HTTP-Streaming-In)";"Inbound rule for the Cast to Device server to allow streaming using HTTP. [TCP 10246]";"@FirewallAPI.dll,-36001";"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"10246";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-HTTPSTR-In-TCP-PlayToScope";"Cast to Device streaming server (HTTP-Streaming-In)";"Inbound rule for the Cast to Device server to allow streaming using HTTP. [TCP 10246]";"@FirewallAPI.dll,-36001";"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"PlayToDevice";"TCP";"10246";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-FDRESPUB-WSD-In-UDP";"Network Discovery (Pub-WSD-In)";"Inbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"fdrespub";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-IGMP-In";"Core Networking - Internet Group Management Protocol (IGMP-In)";"IGMP messages are sent and received by nodes to create, join and depart multicast groups.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"2";"Any";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-GP-NP-Out-TCP";"Core Networking - Group Policy (NP-Out)";"Core Networking - Group Policy (NP-Out)";"@FirewallAPI.dll,-25000";"True";"Domain";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"445";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-In-RTSP-PlayToScope";"Cast to Device streaming server (RTSP-Streaming-In)";"Inbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [TCP 23554, 23555, 23556]";"@FirewallAPI.dll,-36001";"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"PlayToDevice";"TCP";"23554,23555,23556";"Any";"Any";"";"%SystemRoot%\system32\mdeserver.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-NB_Name-Out-UDP";"File and Printer Sharing (NB-Name-Out)";"Outbound rule for File and Printer Sharing to allow NetBIOS Name Resolution. [UDP 137]";"@FirewallAPI.dll,-28502";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Any";"137";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-LR2-In";"Core Networking - Multicast Listener Report v2 (ICMPv6-In)";"Multicast Listener Report v2 message is used by a listening node to either immediately report its interest in receiving multicast traffic at a specific multicast address or in response to a Multicast Listener Query.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"143";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-FDPHOST-In-UDP";"Network Discovery (WSD-In)";"Inbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-NB_Datagram-In-UDP";"File and Printer Sharing (NB-Datagram-In)";"Inbound rule for File and Printer Sharing to allow NetBIOS Datagram transmission and reception. [UDP 138]";"@FirewallAPI.dll,-28502";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"138";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-LQ-In";"Core Networking - Multicast Listener Query (ICMPv6-In)";"An IPv6 multicast-capable router uses the Multicast Listener Query message to query a link for multicast group membership.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"130";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-LLMNR-In-UDP";"File and Printer Sharing (LLMNR-UDP-In)";"Inbound rule for File and Printer Sharing to allow Link Local Multicast Name Resolution. [UDP 5355]";"@FirewallAPI.dll,-28502";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"5355";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-DeviceManagement-OmaDmClient-TCP-Out";"Windows Device Management Sync Client (TCP out)";"Allow outbound TCP traffic from Windows Device Management Sync Client";"@FirewallAPI.dll,-37502";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"Any";"Any";"";"%SystemRoot%\system32\omadmclient.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-LR-In";"Core Networking - Multicast Listener Report (ICMPv6-In)";"The Multicast Listener Report message is used by a listening node to either immediately report its interest in receiving multicast traffic at a specific multicast address or in response to a Multicast Listener Query.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"131";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Diag-ICMP4-EchoRequest-In-NoScope";"Core Networking Diagnostics - ICMP Echo Request (ICMPv4-In)";"ICMP Echo Request messages are sent as ping requests to other nodes.";"@FirewallAPI.dll,-27000";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"ICMPv4";"RPC";"Any";"8";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"SSTP-IN-TCP";"Secure Socket Tunneling Protocol (SSTP-In)";"Inbound rule to allow HTTPS traffic for Secure Socket Tunneling Protocol. [TCP 443]";"@sstpsvc.dll,-35001";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"443";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"DIAL-Protocol-Server-HTTPSTR-In-TCP-LocalSubnetScope";"DIAL protocol server (HTTP-In)";"Inbound rule for DIAL protocol server to allow remote control of Apps using HTTP. [TCP 10247]";"@FirewallAPI.dll,-37101";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"10247";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-PeerDist-HttpTrans-In";"BranchCache Content Retrieval (HTTP-In)";"Inbound rule for BranchCache to allow data transfer using HTTP [TCP 80]";"@peerdistsh.dll,-9000";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"80";"Any";"Any";"";"SYSTEM";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MSDTC-In-TCP";"Distributed Transaction Coordinator (TCP-In)";"Inbound rule to allow traffic for the Distributed Transaction Coordinator. [TCP]";"@FirewallAPI.dll,-33502";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"Any";"Any";"";"%SystemRoot%\system32\msdtc.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
